Symbol,'Market Cap',' Average Volume',' Previous Close',' Open',' Book Value',' Last Trade Price',' 200 Day Moving Average',' 50 Day Moving Average',' Change from 200 Day',' Change from 50 Day',' Earnings Share',' Estimate EPS Next Quarter',' Estimate EPS Next Year',' Next Year EPS Price Estimate',' Current Year Price EPS Estimate',' Day High',' Day Low',' Year High',' Year Low',' PEG Ratio',' PE Ratio',' Short Ratio'
FCS,0.002632,0.003942,0.030547,0.030588,0.159395,0.03004,0.028479,0.031098,0.380317,0.32633,0.635312,0.093645,0.083886,0.007494,0.012809,0.030547,0.030527,0.028866,0.024445,0.034107,0.009461,0.079625
FAST,0.016761,0.012476,0.078419,0.078053,0.139163,0.076288,0.080842,0.08661,0.33924,0.288433,0.66167,0.111483,0.09674,0.010708,0.014199,0.077068,0.076274,0.084157,0.081829,0.007446,0.005258,0.377049
FSC,0.034716,0.007194,0.01274,0.012809,0.103192,0.012855,0.015686,0.01499,0.355483,0.316623,0.639232,0.09699,0.080307,0.003989,0.004555,0.012919,0.012901,0.0158,0.013832,0.037492,0.009461,0.099979
FITB,0.021275,0.094099,0.034896,0.034958,0.199589,0.034762,0.035278,0.035668,0.36738,0.328243,0.66167,0.105909,0.091969,0.005672,0.007321,0.034881,0.034931,0.038092,0.034895,0.008644,0.002181,0.009368
FNSR,0.002838,0.003614,0.036681,0.03744,0.161285,0.036958,0.032442,0.036322,0.397456,0.336877,0.647031,0.096433,0.085078,0.008379,0.012359,0.03735,0.037194,0.046146,0.028947,0.006509,0.007174,0.264637
FNFG,0.004165,0.045503,0.016178,0.016198,0.162768,0.016003,0.014665,0.015484,0.380273,0.331335,0.610576,0.091973,0.076729,0.007165,0.009251,0.016211,0.016225,0.01484,0.014239,0.014997,0.009461,0.065574
FSLR,0.006693,0.019753,0.09064,0.091183,0.368992,0.089959,0.099727,0.083658,0.306607,0.379155,0.675241,0.130435,0.12775,0.005934,0.011317,0.091093,0.090669,0.12098,0.079792,0.017322,0.003707,0.081967
FMER,0.004021,0.000684,0.032833,0.032884,0.19506,0.032748,0.031749,0.03355,0.376691,0.328319,0.65802,0.103122,0.088259,0.006312,0.007862,0.032997,0.032939,0.035131,0.033102,0.007967,0.002486,0.168618
FISV,0.026284,0.002691,0.144396,0.144407,0.177261,0.143198,0.122161,0.139868,0.487033,0.376026,0.679566,0.136009,0.124304,0.010084,0.013099,0.143374,0.14488,0.125975,0.111835,0.009165,0.005393,0.058548
FLEX,0.009394,0.043037,0.022154,0.022161,0.125993,0.022097,0.019094,0.021177,0.389731,0.334879,0.650775,0.098105,0.082958,0.00575,0.007148,0.022172,0.022193,0.018647,0.017213,0.011612,0.002759,0.032787
FTNT,0.007501,0.008876,0.060928,0.061015,0.125898,0.061067,0.049019,0.059305,0.44055,0.348472,0.641259,0.089744,0.076332,0.028465,0.042094,0.061012,0.061003,0.05285,0.040803,0.018954,0.047378,0.056206
FREE,0.000004,0.011252,0.000161,0.000112,0.109011,0.000161,0.000224,0.000048,0.373306,0.325475,0.617834,0.083612,0.067851,0.01282,0.01569,0.000108,0.000116,0.002994,0.000122,0.017322,0.009461,0.032787
FTR,0.011396,0.118619,0.015398,0.015272,0.124776,0.015307,0.011748,0.013192,0.393705,0.339576,0.641732,0.086957,0.071031,0.019166,0.027979,0.015314,0.015312,0.012887,0.009269,0.017322,0.009486,0.466042
FCEL,0.000513,0.035177,0.002461,0.002475,0.105126,0.002368,0.003168,0.002421,0.368669,0.32512,0.636934,0.082497,0.067983,0.074022,0.01569,0.002496,0.002379,0.006915,0.002119,0.017322,0.009461,0.159251
FULT,0.002915,0.001093,0.021996,0.022013,0.165202,0.021941,0.020762,0.022394,0.378774,0.327616,0.650586,0.095875,0.08044,0.006864,0.008769,0.021952,0.022026,0.020616,0.021226,0.017861,0.002789,0.067916
GALE,0.000265,0.006961,0.003,0.002938,0.104604,0.002937,0.003373,0.003013,0.370809,0.325133,0.630162,0.078038,0.063477,0.01282,0.01569,0.002916,0.002956,0.006362,0.002893,0.017322,0.009461,0.227166
GRMN,0.014426,0.004176,0.100938,0.101183,0.197238,0.101599,0.097038,0.100594,0.391744,0.354011,0.661183,0.116499,0.110787,0.00926,0.011072,0.101864,0.101322,0.100168,0.09232,0.013643,0.007007,0.309133
GENE,0.000036,0.011084,0.008353,0.008716,0.10486,0.011327,0.004393,0.004335,0.414374,0.36431,0.610846,0.083612,0.04837,0.01282,0.01569,0.011639,0.008785,0.01881,0.002098,0.017322,0.009461,0
GNTX,0.006965,0.00966,0.032164,0.032217,0.133022,0.032035,0.028691,0.033238,0.390862,0.326034,0.652478,0.098105,0.08309,0.008307,0.010725,0.032083,0.032157,0.030216,0.026798,0.009113,0.003565,0.070258
GERN,0.000645,0.041574,0.005509,0.005475,0.108049,0.005525,0.004683,0.005977,0.378258,0.323764,0.635907,0.07971,0.06414,0.01282,0.01569,0.005513,0.005414,0.007323,0.002656,0.017322,0.009461,0.213115
GILD,0.204782,0.202309,0.185827,0.187409,0.16189,0.184035,0.184309,0.191474,0.355023,0.328928,0.738582,0.215162,0.205274,0.005293,0.006627,0.185908,0.185441,0.189305,0.129334,0.002031,0.00268,0.079625
GLUU,0.000746,0.025962,0.009227,0.009198,0.112095,0.009377,0.00783,0.007356,0.382147,0.337688,0.640313,0.082497,0.072224,0.008313,0.012211,0.009353,0.009185,0.011569,0.006641,0.022027,0.013261,0.229508
GLNG,0.003872,0.018086,0.057777,0.058015,0.245767,0.0559,0.089626,0.060543,0.165597,0.313536,0.639353,0.083612,0.074742,0.033234,1,0.057922,0.056739,0.120329,0.056447,1,0.753023,0.04918
GOOGL,0.505367,0.015698,1,1,0.95695,1,1,1,0.281159,0.559859,0.922994,0.464326,0.509276,0.00892,0.011966,1,1,1,1,0.00604,0.005303,0.023419
GPRE,0.001337,0.004244,0.046718,0.047329,0.22105,0.04792,0.058279,0.045441,0.306944,0.349156,0.692813,0.103679,0.102968,0.005209,0.009534,0.049144,0.046962,0.074508,0.041353,0.008019,0.001097,0.114754
GTAT,0.034716,0.285729,0.000801,0.081272,0.103192,0.000789,0.026636,0.020127,0.218108,0.223228,0.639232,0.083612,0.067851,0.01282,0.01569,0.081017,0.081099,0.032625,0.000754,0.017322,0.009461,0.099979
GPOR,0.00505,0.009563,0.079004,0.079738,0.245439,0.079527,0.0869,0.075485,0.32198,0.364811,0.664955,0.073021,0.058707,0.01282,0.068279,0.083212,0.079775,0.122461,0.071277,0.01833,0.004586,0.037471
HALO,0.002444,0.008923,0.025593,0.025606,0.104982,0.026526,0.017961,0.024848,0.422785,0.339912,0.629648,0.075808,0.06255,0.01282,0.01569,0.026451,0.025508,0.026083,0.013995,0.017322,0.009461,0.17096
HAS,0.010562,0.005768,0.113745,0.113795,0.167964,0.113127,0.098442,0.105092,0.451593,0.39373,0.682486,0.103122,0.120594,0.008491,0.011593,0.113275,0.114283,0.100787,0.09778,0.008852,0.003884,0.248244
HA,0.001399,0.008706,0.034747,0.034643,0.140669,0.034597,0.032921,0.044864,0.380587,0.278922,0.6541,0.117057,0.104956,0.003644,0.004465,0.034625,0.033907,0.04421,0.020411,0.000729,0.003422,0.058548
HERO,0.000199,0.03509,0.001649,0.001697,0.12971,0.001663,0.003175,0.00152,0.364455,0.32599,0.625377,0.065775,0.056321,0.01282,0.01569,0.001783,0.001638,0.00742,0.001365,0.002135,0.009461,0.229508
HIMX,0.001848,0.030406,0.014227,0.014013,0.118002,0.014539,0.014171,0.015232,0.37457,0.324607,0.644517,0.088629,0.074344,0.00863,0.011111,0.01493,0.013925,0.025481,0.011591,0.003333,0.003986,0.009368
HOLX,0.011468,0.007189,0.055844,0.055885,0.144997,0.055168,0.047072,0.054701,0.41731,0.340266,0.641665,0.104794,0.090644,0.009655,0.012301,0.05527,0.055863,0.04997,0.04121,0.012706,0.036119,0.091335
HCBK,0.006652,0.02084,0.017907,0.017809,0.156372,0.017924,0.017203,0.018066,0.376386,0.328307,0.643517,0.084727,0.069706,0.038287,0.068819,0.017893,0.017929,0.016044,0.017356,0.044262,0.006346,0.030445
HBAN,0.011726,0.105151,0.019506,0.019513,0.143886,0.019452,0.017721,0.019361,0.382322,0.329897,0.648964,0.09476,0.079512,0.006569,0.008351,0.019502,0.019493,0.016678,0.017845,0.008019,0.002894,0.035129
ICON,0.002328,0.000249,0.066607,0.0667,0.210675,0.065362,0.068419,0.065218,0.34926,0.340961,0.674957,0.125418,0.108402,0.006446,0.008267,0.065949,0.066478,0.072116,0.066592,0.004426,0.002671,0.36534
IDRA,0.000504,0.012323,0.007907,0.007883,0.106254,0.007913,0.005511,0.008594,0.387431,0.323119,0.633338,0.076923,0.061357,0.01282,0.01569,0.007927,0.007686,0.010381,0.003932,0.017322,0.009461,0.112412
ILMN,0.037981,0.002759,0.363692,0.36388,0.160301,0.359375,0.324086,0.366873,0.55278,0.369828,0.671267,0.125418,0.119666,0.027802,0.039129,0.359812,0.360513,0.346326,0.260094,0.013903,0.017718,0.028103
IMGN,0.000834,0.010027,0.013093,0.013068,0.108194,0.013056,0.016651,0.012329,0.350866,0.331738,0.627796,0.068004,0.056189,0.01282,0.01569,0.013118,0.012938,0.028166,0.010858,0.017322,0.009461,0.088993
INCY,0.017098,0.003106,0.14118,0.141833,0.100242,0.136298,0.112371,0.144983,0.505065,0.311154,0.634785,0.080825,0.070501,0.211526,0.01569,0.143795,0.136854,0.137073,0.082074,0.017322,0.009461,0.201405
INFN,0.002986,0.00926,0.032926,0.032977,0.12442,0.031879,0.022494,0.028969,0.427226,0.347657,0.640719,0.090301,0.077259,0.013828,0.021835,0.032705,0.032268,0.028427,0.016052,0.008332,0.034843,0.145199
INFA,0.006477,0.005196,0.08064,0.080738,0.169109,0.080277,0.063868,0.074745,0.46501,0.372832,0.653154,0.103679,0.092897,0.012714,0.016933,0.080213,0.080743,0.070196,0.060827,0.010675,0.008902,0.042155
IDTI,0.004207,0.020886,0.038539,0.038644,0.131405,0.038211,0.030431,0.035913,0.416981,0.345921,0.644003,0.098662,0.082163,0.010619,0.0149,0.03916,0.038749,0.033162,0.022102,0.00302,0.012526,0.04918
INTC,0.220138,0.345952,0.06235,0.06283,0.168287,0.062168,0.062368,0.067647,0.366747,0.310612,0.670456,0.11427,0.102306,0.007109,0.00902,0.062201,0.062828,0.060872,0.049481,0.008071,0.002881,0.088993
ITMN,0.034716,0.032803,0.137332,0.081272,0.103192,0.135218,0.081924,0.128454,0.68187,0.392234,0.639232,0.083612,0.067851,0.01282,0.01569,0.081017,0.081099,0.120004,0.022286,0.017322,0.009461,0.099979
INTU,0.034599,0.00836,0.165028,0.165093,0.160179,0.163211,0.156714,0.170351,0.397693,0.325609,0.678134,0.244705,0.117148,0.013221,0.023038,0.163745,0.165095,0.15515,0.140782,0.014112,0.006442,0.091335
ISBC,0.005409,0.017335,0.02129,0.021235,0.16094,0.021164,0.018984,0.021055,0.384864,0.330389,0.644368,0.090301,0.075139,0.011533,0.015273,0.021194,0.0213,0.018306,0.019413,0.011664,0.006291,0.077283
ACWI,0.034716,0.015626,0.11025,0.110498,0.103192,0.109596,0.106286,0.111643,0.383482,0.339823,0.639232,0.083612,0.067851,0.01282,0.01569,0.109581,0.111076,0.098981,0.111102,0.017322,0.009461,0.099979
AAXJ,0.034716,0.002245,0.116012,0.116388,0.103192,0.115343,0.112824,0.118532,0.378187,0.335163,0.639232,0.083612,0.067851,0.01282,0.01569,0.115268,0.116909,0.107523,0.113771,0.017322,0.009461,0.099979
IBB,0.034716,0.005356,0.589679,0.592538,0.103192,0.583568,0.519084,0.601429,0.707701,0.367966,0.639232,0.083612,0.067851,0.01282,0.01569,0.585971,0.588009,0.534866,0.422632,0.017322,0.009461,0.099979
ISIS,0.010108,0.026794,0.113447,0.115184,0.11943,0.115233,0.088094,0.127592,0.52634,0.286865,0.628351,0.067447,0.053141,0.01282,0.01569,0.115707,0.114506,0.121631,0.045305,0.017322,0.009461,0.098361
JASO,0.000604,0.010707,0.016067,0.01605,0.196221,0.016387,0.015372,0.015327,0.378292,0.334272,0.655371,0.098662,0.088259,0.003053,0.005649,0.016393,0.01616,0.020584,0.013628,0.002031,0.001293,0.079625
JDSU,0.004137,0.020842,0.024171,0.024273,0.130327,0.023936,0.022799,0.025318,0.378334,0.323196,0.635582,0.092531,0.077525,0.00985,0.015408,0.024142,0.024205,0.023594,0.020941,0.008748,0.009461,0.065574
JBLU,0.006641,0.091329,0.03076,0.030384,0.148632,0.030644,0.023404,0.030098,0.414432,0.334916,0.655317,0.108138,0.091572,0.005076,0.006286,0.030565,0.030145,0.02745,0.015482,0.000885,0.002748,0.112412
KERX,0.001496,0.005858,0.020993,0.021013,0.109155,0.021934,0.026767,0.024977,0.342596,0.313979,0.625661,0.066332,0.054598,0.01282,0.01569,0.022172,0.021113,0.029273,0.022082,0.017322,0.009461,0.313817
GMCR,0.026138,0.012155,0.222017,0.221596,0.221883,0.21774,0.240872,0.246388,0.214367,0.225198,0.688528,0.143813,0.130135,0.014079,0.018561,0.218842,0.221103,0.257711,0.183479,0.009946,0.006856,0.077283
KLAC,0.014006,0.008116,0.118875,0.117721,0.123764,0.115965,0.131178,0.127176,0.271435,0.293081,0.673686,0.138239,0.124569,0.008246,0.014295,0.116859,0.117356,0.136226,0.122632,0.016871,0.005186,0.065574
LRCX,0.017466,0.009431,0.149804,0.149482,0.277631,0.147645,0.136342,0.150634,0.428051,0.34381,0.693786,0.159978,0.143387,0.0078,0.010783,0.147836,0.149424,0.138651,0.102546,0.004374,0.004069,0.098361
LSCC,0.000976,0.003511,0.011216,0.011253,0.12397,0.011153,0.012126,0.012724,0.366818,0.31919,0.644638,0.086957,0.072886,0.008775,0.014302,0.011182,0.011243,0.014156,0.011937,0.005624,0.003007,0.035129
LXRX,0.00062,0.01528,0.001634,0.001596,0.104032,0.001613,0.001989,0.001645,0.37129,0.325053,0.636217,0.080268,0.0652,0.01282,0.01569,0.001572,0.001587,0.002457,0.001609,0.017322,0.009461,0.587822
LBTYA,0.060384,0.020452,0.091718,0.09209,0.171159,0.09092,0.081859,0.091991,0.419809,0.340572,0.630513,0.091416,0.075272,0.049018,0.01569,0.090984,0.09188,0.086207,0.077348,0.017322,0.009461,0.04918
LBTYK,0.058821,0.034626,0.089302,0.089035,0.171159,0.088568,0.079262,0.089204,0.421502,0.342309,0.630513,0.083612,0.067851,0.01282,0.01569,0.088734,0.089422,0.082937,0.075311,0.017322,0.009461,0.0726
LLTC,0.015383,0.013318,0.087768,0.087646,0.136645,0.08661,0.07982,0.087522,0.406544,0.340397,0.666793,0.115385,0.098595,0.011266,0.014173,0.08729,0.087801,0.083441,0.076492,0.01432,0.004765,0.11007
LINE,0.00574,0.050329,0.023242,0.024384,0.185791,0.023286,0.039524,0.020591,0.273846,0.344507,0.591557,0.076366,0.062947,0.01282,0.006009,0.02411,0.023478,0.054038,0.018415,0.017322,0.009461,0.065574
LKQ,0.011187,0.002547,0.050445,0.050292,0.15211,0.049714,0.049179,0.051362,0.372323,0.327849,0.655858,0.105909,0.089451,0.009198,0.013041,0.049821,0.050277,0.047757,0.049806,0.004791,0.004527,0.063232
LULU,0.01273,0.024698,0.121905,0.12148,0.14557,0.120742,0.08542,0.118455,0.575063,0.365257,0.661305,0.105351,0.095282,0.017578,0.023096,0.120882,0.120447,0.109378,0.073844,0.011404,0.008474,0.131148
MNKD,0.003743,0.046336,0.013,0.013198,0.10262,0.012708,0.011041,0.011352,0.382561,0.334968,0.631365,0.078595,0.063477,0.01282,0.01569,0.013084,0.01264,0.017883,0.007721,0.000208,0.009461,0.405152
MAR,0.030094,0.012523,0.14315,0.143593,0.067517,0.143033,0.130762,0.147002,0.434306,0.337564,0.670956,0.120401,0.108004,0.014085,0.019339,0.142899,0.143595,0.128741,0.099837,0.008384,0.006871,0.168618
MRVL,0.011405,0.070881,0.030398,0.030458,0.157923,0.030046,0.025005,0.029383,0.401259,0.335397,0.651127,0.095875,0.082825,0.007989,0.009142,0.03009,0.030127,0.026295,0.023712,0.008332,0.003768,0.016393
MAT,0.012512,0.048997,0.050045,0.049959,0.151621,0.049787,0.056438,0.054448,0.329079,0.312005,0.658831,0.08194,0.089716,0.009015,0.010538,0.049967,0.049886,0.065575,0.050662,0.01583,0.003764,0.112412
MXIM,0.013277,0.01831,0.064041,0.0642,0.147231,0.063202,0.054809,0.062586,0.418358,0.34294,0.650316,0.107581,0.092897,0.010079,0.014887,0.064304,0.063983,0.05739,0.051477,0.015257,0.008878,0.067916
MDVN,0.010976,0.000301,0.191552,0.192687,0.121047,0.190434,0.178321,0.198634,0.428968,0.326429,0.658737,0.109253,0.11304,0.016759,0.024377,0.191943,0.191418,0.189955,0.110735,0.017322,0.015289,0.079625
MPEL,0.020127,0.032722,0.048056,0.046996,0.147865,0.049202,0.046828,0.046394,0.383433,0.351187,0.657196,0.100892,0.084416,0.011449,0.013324,0.049949,0.04672,0.073564,0.04284,0.011144,0.003958,0.067916
MEOH,0.006373,0.000706,0.093187,0.094127,0.210708,0.093491,0.102583,0.089054,0.310343,0.370173,0.700734,0.126533,0.134641,0.005466,0.009425,0.094467,0.094506,0.118686,0.086189,0.003801,0.002117,0.117096
MCHP,0.013595,0.018733,0.090817,0.091609,0.165436,0.090883,0.081362,0.087224,0.422584,0.365465,0.662319,0.122631,0.106414,0.009276,0.011818,0.090819,0.091051,0.080626,0.075188,0.007238,0.005953,0.30445
MU,0.046685,0.252861,0.057647,0.057459,0.163558,0.058352,0.057853,0.059751,0.371308,0.331192,0.680837,0.132664,0.123112,0.004067,0.005411,0.058315,0.057577,0.058741,0.042799,0.002864,0.001912,0.067916
MSFT,0.476423,0.408618,0.078763,0.078997,0.165319,0.0782,0.082443,0.085864,0.340941,0.302879,0.67274,0.119844,0.106812,0.00795,0.011085,0.078256,0.079123,0.080642,0.075738,0.010727,0.003443,0.028103
MDLZ,0.083824,0.081941,0.068279,0.068423,0.205229,0.067192,0.065013,0.069798,0.380598,0.326913,0.666117,0.106466,0.095547,0.009717,0.013118,0.068016,0.068266,0.063541,0.06482,0.011091,0.003742,0.025761
MOVE,0.034716,0.007193,0.03893,0.081272,0.103192,0.03833,0.027879,0.039253,0.433043,0.328993,0.639232,0.083612,0.067851,0.01282,0.01569,0.081017,0.081099,0.033585,0.019271,0.017322,0.009461,0.099979
MYL,0.027463,0.027389,0.099906,0.100257,0.153505,0.098817,0.093229,0.105275,0.398183,0.314069,0.670456,0.133222,0.122979,0.00712,0.009625,0.099432,0.100241,0.096182,0.091118,0.005676,0.004789,0.163934
NSPH,0.000024,0.00698,0.000526,0.000457,0.104415,0.000434,0.00081,0.000488,0.3714,0.324656,0.632392,0.078595,0.063875,0.01282,0.01569,0.000448,0.000396,0.00358,0.000428,0.017322,0.009461,0.01171
NKTR,0.00238,0.000486,0.025435,0.02555,0.105237,0.024952,0.024952,0.028256,0.371393,0.313314,0.633054,0.084727,0.066393,0.01282,0.01569,0.025226,0.025043,0.027727,0.020554,0.017322,0.009461,0.288056
NTAP,0.015467,0.019048,0.073949,0.067034,0.164641,0.066826,0.073556,0.075602,0.327025,0.294349,0.665009,0.120401,0.10986,0.006914,0.008557,0.067193,0.066776,0.070391,0.067896,0.006145,0.004265,0.091335
NFLX,0.037342,0.014461,0.845519,0.843327,0.274063,0.831315,0.732982,0.740178,0.88845,1,0.697625,0.136566,0.141664,0.045424,0.084987,0.837646,0.840142,0.795359,0.610084,0.028171,0.022677,0.046838
NBIX,0.003908,0.00077,0.068094,0.068682,0.118357,0.068217,0.036076,0.056333,0.560784,0.403435,0.628256,0.066332,0.055791,0.01282,0.01569,0.069058,0.067708,0.061979,0.024771,0.017322,0.009461,0.107728
NYMT,0.000951,0.007195,0.014115,0.014087,0.142163,0.014136,0.013835,0.014681,0.374208,0.325294,0.658169,0.083612,0.067851,0.01282,0.01569,0.014089,0.01413,0.012545,0.01426,0.017322,0.000896,0.161593
NIHD,0.034716,0.08793,0.000108,0.081272,0.103192,0.000106,0.000947,0.000243,0.368632,0.324144,0.639232,0.083612,0.067851,0.01282,0.01569,0.081017,0.081099,0.010121,0.000102,0.017322,0.009461,0.099979
NTRS,0.022422,0.000959,0.13118,0.130685,0.295107,0.12938,0.120393,0.126591,0.415808,0.369932,0.684108,0.134894,0.125762,0.00892,0.012146,0.129787,0.130578,0.114601,0.118741,0.008123,0.00435,0.039813
NVAX,0.002707,0.041533,0.015305,0.015494,0.109288,0.015289,0.009461,0.013072,0.407359,0.340104,0.635177,0.079153,0.063477,0.01282,0.01569,0.015461,0.015303,0.013115,0.006783,0.017322,0.009461,0.119438
NPSP,0.006657,0.037389,0.08525,0.084905,0.11,0.083919,0.058018,0.08258,0.521787,0.351614,0.639367,0.086399,0.077392,0.035418,0.01569,0.08387,0.085362,0.074069,0.045019,0.017322,1,0.01171
NUAN,0.006206,0.015347,0.02577,0.025717,0.146942,0.025739,0.027282,0.026417,0.362041,0.327322,0.633068,0.09922,0.083488,0.006468,0.007875,0.025774,0.025862,0.031111,0.026869,0.003124,0.009461,0.140515
NVDA,0.016418,0.047803,0.038669,0.040681,0.146181,0.040673,0.03472,0.038232,0.405758,0.347253,0.653046,0.098105,0.084548,0.009126,0.011452,0.04108,0.040686,0.03378,0.034141,0.009425,0.004154,0.18267
ONNN,0.006861,0.059694,0.021457,0.021365,0.123998,0.021191,0.016447,0.019526,0.400291,0.338586,0.645179,0.095875,0.082825,0.005616,0.0079,0.021312,0.021318,0.018517,0.01375,0.002604,0.005439,0.030445
OREX,0.000924,0.020896,0.009952,0.009902,0.103954,0.01011,0.009178,0.010526,0.378375,0.325025,0.632014,0.075251,0.063477,0.01282,0.01569,0.010377,0.009865,0.011927,0.006315,0.017322,0.009461,0.381733
PCAR,0.030427,0.011594,0.116793,0.116795,0.208841,0.115361,0.11425,0.12415,0.369715,0.305686,0.690867,0.14437,0.128942,0.007516,0.009206,0.115634,0.116564,0.114976,0.112711,0.00604,0.003302,0.149883
PEIX,0.000323,0.003597,0.017517,0.017698,0.150771,0.017796,0.025047,0.017688,0.328431,0.329594,0.649924,0.104794,0.091572,0.002858,0.002252,0.018021,0.017568,0.038206,0.014932,0.000885,0.002314,0.063232
PAAS,0.00237,0.021202,0.021271,0.021235,0.180484,0.021072,0.020349,0.020427,0.376109,0.333192,0.61117,0.082497,0.06679,0.01282,0.01569,0.021404,0.021318,0.025189,0.017682,0.022652,0.009461,0.018735
PTEN,0.003374,0.059199,0.031253,0.031828,0.212853,0.031358,0.043288,0.030624,0.299017,0.336075,0.654236,0.072464,0.060959,0.01282,0.01569,0.032595,0.031635,0.061735,0.027073,0.017322,0.003018,0.044496
PAYX,0.023804,0.015767,0.089497,0.089201,0.131261,0.088275,0.08089,0.089933,0.409974,0.336862,0.663157,0.108696,0.094487,0.013271,0.016656,0.088497,0.089515,0.078088,0.081055,0.013539,0.005648,0.149883
PDCE,0.002378,0.002775,0.08577,0.086905,0.261221,0.090947,0.083277,0.083836,0.411442,0.383654,0.652735,0.101449,0.084813,0.020007,0.047035,0.091221,0.08741,0.11382,0.056834,0.009373,0.009789,0.088993
PDLI,0.001581,0.019172,0.013446,0.01342,0.117129,0.013247,0.014625,0.014115,0.364189,0.323388,0.665887,0.111483,0.096077,0.001816,0.002084,0.013321,0.013404,0.015897,0.014402,0.001146,0.000515,0.29274
PENN,0.001793,0.003953,0.031011,0.030939,0.159645,0.030735,0.022836,0.028404,0.418391,0.344337,0.599046,0.090858,0.077392,0.012837,0.023251,0.031132,0.03089,0.026425,0.020493,0.009321,0.009461,0.081967
PBCT,0.006085,0.023087,0.027257,0.027217,0.188975,0.027304,0.026196,0.027829,0.377841,0.328494,0.650586,0.095318,0.080572,0.008435,0.010886,0.027292,0.027277,0.024424,0.027704,0.009529,0.003522,0.194379
PETM,0.011163,0.009313,0.153336,0.152778,0.172443,0.151251,0.133545,0.155888,0.46624,0.335974,0.696422,0.147157,0.133978,0.009132,0.011921,0.151101,0.153596,0.133737,0.112019,0.008071,0.003967,0.028103
